BOS;BAG;BRA;RSS
0,170673077;0,122596154;0,189903846;0,206730769
0,110576923;0,112980769;0,165865385;0,211538462
0,158653846;0,096153846;0,189903846;0,223557692
0,120192308;0,108173077;0,221153846;0,199519231
0,163461538;0,091346154;0,216346154;0,228365385
0,091346154;0,103365385;0,177884615;0,242788462
0,182692308;0,117788462;0,199519231;0,197115385
0,129807692;0,125;0,206730769;0,199519231
0,180288462;0,103365385;0,235576923;0,271634615
0,110576923;0,120192308;0,192307692;0,175480769
0,158653846;0,091346154;0,182692308;0,204326923
0,120192308;0,09375;0,137019231;0,240384615
0,158653846;0,091346154;0,259615385;0,201923077
0,098557692;0,103365385;0,206730769;0,192307692
0,168269231;0,122596154;0,194711538;0,225961538
0,228365385;0,096153846;0,199519231;0,225961538
0,112980769;0,100961538;0,163461538;0,175480769
0,149038462;0,120192308;0,221153846;0,25
0,127403846;0,09375;0,194711538;0,228365385
0,146634615;0,103365385;0,235576923;0,228365385
0,112980769;0,098557692;0,168269231;0,180288462
0,182692308;0,098557692;0,209134615;0,199519231
0,120192308;0,09375;0,201923077;0,213942308
0,163461538;0,103365385;0,189903846;0,185096154
0,096153846;0,096153846;0,149038462;0,168269231
0,189903846;0,081730769;0,230769231;0,225961538
0,108173077;0,112980769;0,194711538;0,180288462
0,175480769;0,105769231;0,225961538;0,194711538
0,141826923;0,084134615;0,221153846;0,192307692
0,144230769;0,098557692;0,206730769;0,237980769
0,091346154;0,086538462;0,185096154;0,211538462
0,170673077;0,100961538;0,274038462;0,213942308
0,115384615;0,09375;0,213942308;0,221153846
0,149038462;0,088942308;0,216346154;0,201923077
0,173076923;0,137019231;0,21875;0,189903846
0,165865385;0,122596154;0,223557692;0,201923077
0,180288462;0,112980769;0,199519231;0,180288462
0,163461538;0,105769231;0,201923077;0,228365385
0,173076923;0,122596154;0,168269231;0,209134615
0,194711538;0,098557692;0,237980769;0,242788462
0,163461538;0,129807692;0,216346154;0,240384615
0,168269231;0,120192308;0,221153846;0,185096154
0,163461538;0,125;0,151442308;0,177884615
0,1875;0,091346154;0,269230769;0,278846154
0,161057692;0,122596154;0,242788462;0,225961538
0,182692308;0,108173077;0,213942308;0,1875
0,15625;0,100961538;0,192307692;0,237980769
0,228365385;0,100961538;0,278846154;0,216346154
0,175480769;0,110576923;0,192307692;0,201923077
0,15625;0,141826923;0,221153846;0,221153846
0,228365385;0,096153846;0,199519231;0,225961538
0,149038462;0,108173077;0,228365385;0,204326923
0,199519231;0,125;0,216346154;0,223557692
0,134615385;0,100961538;0,209134615;0,223557692
0,199519231;0,117788462;0,274038462;0,230769231
0,161057692;0,100961538;0,209134615;0,177884615
0,1875;0,100961538;0,240384615;0,230769231
0,15625;0,110576923;0,276442308;0,177884615
0,213942308;0,117788462;0,209134615;0,225961538
0,161057692;0,115384615;0,194711538;0,185096154
0,158653846;0,088942308;0,242788462;0,223557692
0,165865385;0,127403846;0,204326923;0,189903846
0,173076923;0,115384615;0,233173077;0,199519231
0,139423077;0,086538462;0,252403846;0,197115385
0,185096154;0,125;0,245192308;0,228365385
0,153846154;0,09375;0,213942308;0,197115385
0,173076923;0,110576923;0,276442308;0,221153846
0,170673077;0,096153846;0,209134615;0,192307692
0,105769231;0,115384615;0,189903846;0,199519231
0,120192308;0,125;0,170673077;0,192307692
0,149038462;0,139423077;0,216346154;0,216346154
0,110576923;0,125;0,177884615;0,199519231
0,139423077;0,112980769;0,206730769;0,233173077
0,09375;0,134615385;0,206730769;0,192307692
0,163461538;0,115384615;0,213942308;0,237980769
0,09375;0,110576923;0,206730769;0,240384615
0,158653846;0,115384615;0,245192308;0,201923077
0,120192308;0,117788462;0,211538462;0,180288462
0,163461538;0,108173077;0,235576923;0,271634615
0,09375;0,09375;0,225961538;0,221153846
0,158653846;0,096153846;0,228365385;0,192307692
0,098557692;0,108173077;0,199519231;0,204326923
0,175480769;0,110576923;0,242788462;0,235576923
0,09375;0,117788462;0,211538462;0,223557692
0,149038462;0,115384615;0,1875;0,257211538
0,112980769;0,100961538;0,163461538;0,175480769
0,149038462;0,108173077;0,228365385;0,204326923
0,206730769;0,141826923;0,245192308;0,242788462
0,079326923;0,100961538;0,209134615;0,225961538
0,153846154;0,112980769;0,266826923;0,228365385
0,105769231;0,105769231;0,185096154;0,182692308
0,170673077;0,125;0,199519231;0,204326923
0,110576923;0,110576923;0,223557692;0,197115385
0,173076923;0,117788462;0,201923077;0,206730769
0,081730769;0,115384615;0,182692308;0,189903846
0,165865385;0,108173077;0,230769231;0,228365385
0,098557692;0,120192308;0,194711538;0,185096154
0,149038462;0,115384615;0,223557692;0,209134615
0,091346154;0,120192308;0,211538462;0,213942308
0,141826923;0,112980769;0,21875;0,209134615
0,086538462;0,100961538;0,201923077;0,1875
0,141826923;0,110576923;0,290865385;0,225961538
0,134615385;0,110576923;0,225961538;0,216346154
0,15625;0,105769231;0,21875;0,221153846
0,165865385;0,132211538;0,194711538;0,213942308
0,197115385;0,134615385;0,245192308;0,230769231
0,139423077;0,108173077;0,209134615;0,1875
0,168269231;0,110576923;0,216346154;0,254807692
0,175480769;0,129807692;0,233173077;0,204326923
0,165865385;0,115384615;0,257211538;0,245192308
0,153846154;0,120192308;0,146634615;0,197115385
0,163461538;0,110576923;0,201923077;0,230769231
0,144230769;0,120192308;0,192307692;0,177884615
0,211538462;0,110576923;0,252403846;0,305288462
0,151442308;0,120192308;0,259615385;0,21875
0,204326923;0,117788462;0,237980769;0,223557692
0,139423077;0,112980769;0,213942308;0,206730769
0,158653846;0,120192308;0,271634615;0,247596154
0,151442308;0,09375;0,230769231;0,223557692
0,177884615;0,100961538;0,223557692;0,228365385
0,149038462;0,120192308;0,221153846;0,25
0,199519231;0,125;0,216346154;0,223557692
0,206730769;0,141826923;0,245192308;0,242788462
0,15625;0,110576923;0,225961538;0,177884615
0,192307692;0,110576923;0,286057692;0,233173077
0,161057692;0,103365385;0,225961538;0,221153846
0,197115385;0,098557692;0,264423077;0,206730769
0,158653846;0,09375;0,278846154;0,25
0,201923077;0,149038462;0,225961538;0,21875
0,165865385;0,098557692;0,213942308;0,192307692
0,189903846;0,09375;0,269230769;0,230769231
0,158653846;0,103365385;0,192307692;0,211538462
0,197115385;0,127403846;0,223557692;0,245192308
0,141826923;0,103365385;0,286057692;0,221153846
0,165865385;0,115384615;0,221153846;0,228365385
0,153846154;0,115384615;0,173076923;0,221153846
0,163461538;0,112980769;0,293269231;0,245192308
0,151442308;0,127403846;0,233173077;0,173076923
0,103365385;0,091346154;0,206730769;0,240384615
0,105769231;0,132211538;0,177884615;0,211538462
0,15625;0,110576923;0,240384615;0,228365385
0,120192308;0,117788462;0,204326923;0,185096154
0,127403846;0,09375;0,1875;0,259615385
0,105769231;0,105769231;0,192307692;0,204326923
0,149038462;0,086538462;0,242788462;0,230769231
0,096153846;0,112980769;0,197115385;0,173076923
0,168269231;0,088942308;0,216346154;0,223557692
0,120192308;0,096153846;0,1875;0,180288462
0,139423077;0,096153846;0,25;0,288461538
0,09375;0,103365385;0,211538462;0,228365385
0,170673077;0,096153846;0,221153846;0,206730769
0,091346154;0,086538462;0,201923077;0,185096154
0,161057692;0,100961538;0,230769231;0,25
0,081730769;0,088942308;0,165865385;0,206730769
0,161057692;0,105769231;0,242788462;0,185096154
0,127403846;0,09375;0,194711538;0,228365385
0,134615385;0,100961538;0,209134615;0,223557692
0,079326923;0,100961538;0,209134615;0,225961538
0,15625;0,110576923;0,225961538;0,177884615
0,206730769;0,105769231;0,259615385;0,223557692
0,100961538;0,069711538;0,197115385;0,201923077
0,173076923;0,096153846;0,185096154;0,211538462
0,09375;0,079326923;0,257211538;0,209134615
0,199519231;0,098557692;0,206730769;0,204326923
0,074519231;0,086538462;0,201923077;0,197115385
0,165865385;0,088942308;0,242788462;0,259615385
0,100961538;0,098557692;0,225961538;0,213942308
0,144230769;0,110576923;0,223557692;0,211538462
0,084134615;0,088942308;0,228365385;0,209134615
0,146634615;0,088942308;0,204326923;0,235576923
0,110576923;0,091346154;0,194711538;0,209134615
0,129807692;0,098557692;0,264423077;0,233173077
0,112980769;0,098557692;0,163461538;0,1875
0,165865385;0,115384615;0,302884615;0,235576923
0,15625;0,117788462;0,290865385;0,189903846
0,168269231;0,120192308;0,262019231;0,225961538
0,141826923;0,108173077;0,242788462;0,216346154
0,199519231;0,117788462;0,293269231;0,230769231
0,144230769;0,112980769;0,286057692;0,189903846
0,225961538;0,09375;0,305288462;0,197115385
0,139423077;0,132211538;0,274038462;0,199519231
0,175480769;0,079326923;0,274038462;0,211538462
0,165865385;0,110576923;0,274038462;0,209134615
0,201923077;0,103365385;0,28125;0,28125
0,146634615;0,127403846;0,252403846;0,201923077
0,170673077;0,091346154;0,283653846;0,211538462
0,151442308;0,110576923;0,228365385;0,194711538
0,192307692;0,100961538;0,283653846;0,257211538
0,173076923;0,103365385;0,283653846;0,206730769
0,170673077;0,076923077;0,259615385;0,197115385
0,146634615;0,103365385;0,235576923;0,228365385
0,199519231;0,117788462;0,274038462;0,230769231
0,153846154;0,112980769;0,266826923;0,228365385
0,192307692;0,110576923;0,286057692;0,233173077
0,206730769;0,105769231;0,262019231;0,223557692
0,15625;0,098557692;0,269230769;0,192307692
0,199519231;0,100961538;0,264423077;0,228365385
0,175480769;0,110576923;0,278846154;0,201923077
0,185096154;0,115384615;0,322115385;0,230769231
0,158653846;0,115384615;0,233173077;0,192307692
0,204326923;0,088942308;0,242788462;0,298076923
0,163461538;0,127403846;0,293269231;0,182692308
0,209134615;0,103365385;0,274038462;0,194711538
0,153846154;0,105769231;0,259615385;0,221153846
0,165865385;0,098557692;0,274038462;0,233173077
0,134615385;0,117788462;0,259615385;0,168269231
0,199519231;0,103365385;0,341346154;0,225961538
0,149038462;0,117788462;0,276442308;0,1875
0,125;0,088942308;0,165865385;0,182692308
0,120192308;0,120192308;0,168269231;0,149038462
0,161057692;0,112980769;0,201923077;0,209134615
0,117788462;0,112980769;0,175480769;0,165865385
0,153846154;0,100961538;0,185096154;0,235576923
0,112980769;0,105769231;0,1875;0,163461538
0,182692308;0,072115385;0,194711538;0,230769231
0,09375;0,110576923;0,194711538;0,199519231
0,173076923;0,103365385;0,240384615;0,165865385
0,122596154;0,127403846;0,204326923;0,194711538
0,165865385;0,098557692;0,25;0,310096154
0,100961538;0,120192308;0,240384615;0,170673077
0,173076923;0,088942308;0,192307692;0,161057692
0,120192308;0,091346154;0,158653846;0,233173077
0,168269231;0,096153846;0,266826923;0,177884615
0,103365385;0,096153846;0,180288462;0,201923077
0,146634615;0,105769231;0,165865385;0,175480769
0,112980769;0,098557692;0,168269231;0,180288462
0,161057692;0,100961538;0,209134615;0,177884615
0,105769231;0,105769231;0,185096154;0,182692308
0,161057692;0,103365385;0,225961538;0,221153846
0,100961538;0,069711538;0,197115385;0,201923077
0,15625;0,098557692;0,269230769;0,192307692
0,242788462;0,088942308;0,194711538;0,199519231
0,122596154;0,098557692;0,233173077;0,185096154
0,168269231;0,105769231;0,170673077;0,206730769
0,100961538;0,088942308;0,15625;0,197115385
0,163461538;0,069711538;0,247596154;0,235576923
0,112980769;0,09375;0,182692308;0,197115385
0,153846154;0,105769231;0,209134615;0,209134615
0,120192308;0,076923077;0,252403846;0,192307692
0,15625;0,091346154;0,21875;0,204326923
0,108173077;0,081730769;0,197115385;0,197115385
0,127403846;0,103365385;0,302884615;0,206730769
0,122596154;0,096153846;0,233173077;0,168269231
0,1875;0,100961538;0,201923077;0,204326923
0,170673077;0,132211538;0,213942308;0,180288462
0,177884615;0,096153846;0,242788462;0,182692308
0,180288462;0,117788462;0,235576923;0,211538462
0,189903846;0,100961538;0,221153846;0,230769231
0,182692308;0,103365385;0,199519231;0,1875
0,168269231;0,096153846;0,233173077;0,213942308
0,185096154;0,129807692;0,240384615;0,204326923
0,185096154;0,091346154;0,235576923;0,225961538
0,170673077;0,108173077;0,230769231;0,199519231
0,197115385;0,100961538;0,276442308;0,274038462
0,177884615;0,110576923;0,259615385;0,161057692
0,165865385;0,084134615;0,209134615;0,204326923
0,173076923;0,088942308;0,192307692;0,1875
0,192307692;0,081730769;0,245192308;0,228365385
0,163461538;0,086538462;0,204326923;0,192307692
0,189903846;0,086538462;0,213942308;0,201923077
0,182692308;0,098557692;0,209134615;0,199519231
0,1875;0,100961538;0,240384615;0,230769231
0,170673077;0,125;0,199519231;0,204326923
0,197115385;0,098557692;0,264423077;0,206730769
0,173076923;0,096153846;0,185096154;0,211538462
0,199519231;0,100961538;0,264423077;0,228365385
0,242788462;0,088942308;0,194711538;0,199519231
0,161057692;0,081730769;0,266826923;0,225961538
0,204326923;0,09375;0,216346154;0,197115385
0,175480769;0,079326923;0,211538462;0,199519231
0,201923077;0,084134615;0,262019231;0,240384615
0,173076923;0,105769231;0,240384615;0,1875
0,180288462;0,076923077;0,1875;0,209134615
0,168269231;0,098557692;0,235576923;0,185096154
0,192307692;0,09375;0,235576923;0,223557692
0,149038462;0,098557692;0,252403846;0,185096154
0,201923077;0,100961538;0,254807692;0,221153846
0,177884615;0,096153846;0,235576923;0,189903846
0,117788462;0,088942308;0,233173077;0,204326923
0,09375;0,115384615;0,206730769;0,180288462
0,175480769;0,103365385;0,264423077;0,228365385
0,110576923;0,088942308;0,257211538;0,185096154
0,129807692;0,079326923;0,230769231;0,233173077
0,108173077;0,105769231;0,252403846;0,201923077
0,182692308;0,091346154;0,264423077;0,242788462
0,088942308;0,105769231;0,223557692;0,201923077
0,189903846;0,088942308;0,25;0,192307692
0,108173077;0,120192308;0,245192308;0,161057692
0,161057692;0,100961538;0,233173077;0,286057692
0,105769231;0,105769231;0,235576923;0,197115385
0,151442308;0,098557692;0,223557692;0,1875
0,096153846;0,064903846;0,233173077;0,211538462
0,165865385;0,091346154;0,264423077;0,211538462
0,088942308;0,072115385;0,25;0,204326923
0,15625;0,086538462;0,259615385;0,221153846
0,120192308;0,09375;0,201923077;0,213942308
0,15625;0,110576923;0,276442308;0,177884615
0,110576923;0,110576923;0,223557692;0,197115385
0,158653846;0,09375;0,278846154;0,25
0,09375;0,079326923;0,257211538;0,209134615
0,175480769;0,110576923;0,278846154;0,201923077
0,122596154;0,098557692;0,233173077;0,185096154
0,161057692;0,081730769;0,266826923;0,225961538
0,242788462;0,112980769;0,276442308;0,237980769
0,09375;0,088942308;0,185096154;0,180288462
0,168269231;0,081730769;0,259615385;0,262019231
0,122596154;0,091346154;0,254807692;0,201923077
0,141826923;0,096153846;0,225961538;0,204326923
0,117788462;0,096153846;0,230769231;0,197115385
0,149038462;0,084134615;0,240384615;0,221153846
0,103365385;0,09375;0,235576923;0,209134615
0,151442308;0,108173077;0,293269231;0,197115385
0,120192308;0,086538462;0,254807692;0,201923077
0,161057692;0,132211538;0,173076923;0,199519231
0,1875;0,112980769;0,206730769;0,201923077
0,1875;0,129807692;0,204326923;0,223557692
0,151442308;0,117788462;0,209134615;0,185096154
0,211538462;0,115384615;0,189903846;0,206730769
0,177884615;0,110576923;0,189903846;0,180288462
0,177884615;0,098557692;0,189903846;0,192307692
0,180288462;0,115384615;0,204326923;0,242788462
0,168269231;0,134615385;0,25;0,228365385
0,177884615;0,125;0,185096154;0,194711538
0,201923077;0,117788462;0,286057692;0,25
0,1875;0,105769231;0,228365385;0,204326923
0,199519231;0,112980769;0,211538462;0,216346154
0,189903846;0,108173077;0,177884615;0,189903846
0,204326923;0,09375;0,278846154;0,237980769
0,180288462;0,129807692;0,189903846;0,201923077
0,173076923;0,105769231;0,173076923;0,230769231
0,163461538;0,103365385;0,189903846;0,185096154
0,213942308;0,117788462;0,209134615;0,225961538
0,173076923;0,117788462;0,201923077;0,206730769
0,201923077;0,149038462;0,225961538;0,21875
0,199519231;0,098557692;0,206730769;0,204326923
0,185096154;0,115384615;0,319711538;0,230769231
0,168269231;0,105769231;0,170673077;0,206730769
0,204326923;0,09375;0,216346154;0,197115385
0,242788462;0,112980769;0,276442308;0,237980769
0,170673077;0,098557692;0,185096154;0,177884615
0,206730769;0,103365385;0,245192308;0,247596154
0,165865385;0,112980769;0,180288462;0,170673077
0,213942308;0,103365385;0,204326923;0,211538462
0,173076923;0,103365385;0,240384615;0,182692308
0,206730769;0,09375;0,211538462;0,245192308
0,149038462;0,084134615;0,221153846;0,173076923
0,21875;0,105769231;0,305288462;0,230769231
0,185096154;0,105769231;0,211538462;0,21875
0,098557692;0,086538462;0,168269231;0,213942308
0,103365385;0,100961538;0,158653846;0,137019231
0,163461538;0,117788462;0,158653846;0,206730769
0,086538462;0,112980769;0,177884615;0,165865385
0,137019231;0,110576923;0,163461538;0,168269231
0,086538462;0,09375;0,194711538;0,170673077
0,175480769;0,105769231;0,201923077;0,192307692
0,079326923;0,112980769;0,163461538;0,213942308
0,149038462;0,103365385;0,197115385;0,197115385
0,115384615;0,122596154;0,175480769;0,170673077
0,137019231;0,112980769;0,209134615;0,257211538
0,086538462;0,125;0,170673077;0,182692308
0,151442308;0,098557692;0,192307692;0,182692308
0,086538462;0,086538462;0,146634615;0,170673077
0,165865385;0,09375;0,201923077;0,213942308
0,088942308;0,098557692;0,204326923;0,132211538
0,137019231;0,110576923;0,21875;0,230769231
0,096153846;0,096153846;0,149038462;0,168269231
0,161057692;0,115384615;0,194711538;0,185096154
0,081730769;0,115384615;0,182692308;0,189903846
0,165865385;0,098557692;0,213942308;0,192307692
0,074519231;0,086538462;0,201923077;0,197115385
0,158653846;0,115384615;0,233173077;0,192307692
0,100961538;0,088942308;0,15625;0,197115385
0,175480769;0,079326923;0,211538462;0,199519231
0,09375;0,088942308;0,185096154;0,180288462
0,170673077;0,098557692;0,185096154;0,177884615
0,204326923;0,088942308;0,242788462;0,189903846
0,09375;0,105769231;0,197115385;0,120192308
0,151442308;0,103365385;0,209134615;0,161057692
0,103365385;0,086538462;0,185096154;0,163461538
0,139423077;0,086538462;0,228365385;0,199519231
0,079326923;0,098557692;0,165865385;0,163461538
0,158653846;0,100961538;0,262019231;0,209134615
0,088942308;0,103365385;0,192307692;0,216346154
0,158653846;0,074519231;0,262019231;0,201923077
0,168269231;0,117788462;0,225961538;0,245192308
0,209134615;0,096153846;0,240384615;0,242788462
0,173076923;0,091346154;0,25;0,204326923
0,173076923;0,081730769;0,213942308;0,230769231
0,15625;0,096153846;0,223557692;0,252403846
0,199519231;0,084134615;0,254807692;0,254807692
0,165865385;0,105769231;0,228365385;0,271634615
0,206730769;0,086538462;0,274038462;0,225961538
0,161057692;0,112980769;0,209134615;0,206730769
0,199519231;0,103365385;0,242788462;0,266826923
0,168269231;0,096153846;0,228365385;0,247596154
0,180288462;0,086538462;0,274038462;0,278846154
0,165865385;0,069711538;0,223557692;0,230769231
0,170673077;0,072115385;0,259615385;0,271634615
0,146634615;0,074519231;0,254807692;0,197115385
0,1875;0,076923077;0,271634615;0,300480769
0,189903846;0,081730769;0,230769231;0,225961538
0,158653846;0,088942308;0,242788462;0,223557692
0,165865385;0,108173077;0,230769231;0,228365385
0,189903846;0,09375;0,269230769;0,230769231
0,165865385;0,088942308;0,242788462;0,259615385
0,204326923;0,088942308;0,242788462;0,298076923
0,163461538;0,069711538;0,247596154;0,235576923
0,201923077;0,084134615;0,262019231;0,240384615
0,168269231;0,081730769;0,259615385;0,262019231
0,206730769;0,103365385;0,245192308;0,247596154
0,204326923;0,088942308;0,242788462;0,189903846
0,173076923;0,098557692;0,230769231;0,221153846
0,189903846;0,09375;0,237980769;0,237980769
0,175480769;0,09375;0,197115385;0,223557692
0,185096154;0,091346154;0,25;0,240384615
0,177884615;0,086538462;0,247596154;0,245192308
0,165865385;0,100961538;0,295673077;0,264423077
0,185096154;0,076923077;0,28125;0,242788462
0,112980769;0,100961538;0,206730769;0,180288462
0,098557692;0,120192308;0,199519231;0,146634615
0,168269231;0,125;0,192307692;0,192307692
0,108173077;0,117788462;0,177884615;0,197115385
0,149038462;0,120192308;0,194711538;0,189903846
0,098557692;0,115384615;0,209134615;0,185096154
0,165865385;0,110576923;0,211538462;0,182692308
0,103365385;0,091346154;0,168269231;0,209134615
0,163461538;0,098557692;0,221153846;0,170673077
0,105769231;0,117788462;0,125;0,189903846
0,151442308;0,108173077;0,242788462;0,237980769
0,084134615;0,112980769;0,233173077;0,194711538
0,165865385;0,103365385;0,213942308;0,161057692
0,110576923;0,096153846;0,209134615;0,180288462
0,180288462;0,129807692;0,252403846;0,230769231
0,110576923;0,09375;0,225961538;0,163461538
0,144230769;0,091346154;0,185096154;0,228365385
0,108173077;0,112980769;0,194711538;0,180288462
0,165865385;0,127403846;0,204326923;0,189903846
0,098557692;0,120192308;0,194711538;0,185096154
0,158653846;0,103365385;0,192307692;0,211538462
0,100961538;0,098557692;0,225961538;0,213942308
0,163461538;0,127403846;0,293269231;0,182692308
0,112980769;0,09375;0,182692308;0,197115385
0,173076923;0,105769231;0,240384615;0,1875
0,122596154;0,091346154;0,254807692;0,201923077
0,165865385;0,112980769;0,180288462;0,170673077
0,09375;0,105769231;0,197115385;0,120192308
0,173076923;0,098557692;0,230769231;0,221153846
0,228365385;0,105769231;0,211538462;0,206730769
0,091346154;0,084134615;0,216346154;0,158653846
0,168269231;0,096153846;0,209134615;0,201923077
0,091346154;0,088942308;0,201923077;0,161057692
0,146634615;0,100961538;0,295673077;0,194711538
0,103365385;0,098557692;0,209134615;0,201923077
0,165865385;0,108173077;0,197115385;0,204326923
0,149038462;0,100961538;0,182692308;0,221153846
0,192307692;0,098557692;0,237980769;0,211538462
0,153846154;0,103365385;0,206730769;0,175480769
0,170673077;0,105769231;0,25;0,192307692
0,182692308;0,108173077;0,1875;0,206730769
0,177884615;0,105769231;0,21875;0,237980769
0,141826923;0,120192308;0,189903846;0,225961538
0,194711538;0,100961538;0,25;0,194711538
0,15625;0,122596154;0,199519231;0,189903846
0,189903846;0,108173077;0,240384615;0,264423077
0,175480769;0,108173077;0,242788462;0,206730769
0,170673077;0,100961538;0,228365385;0,197115385
0,141826923;0,103365385;0,197115385;0,206730769
0,185096154;0,086538462;0,278846154;0,21875
0,144230769;0,103365385;0,189903846;0,177884615
0,211538462;0,09375;0,206730769;0,240384615
0,175480769;0,105769231;0,225961538;0,194711538
0,173076923;0,115384615;0,233173077;0,199519231
0,149038462;0,115384615;0,223557692;0,209134615
0,197115385;0,127403846;0,223557692;0,245192308
0,144230769;0,110576923;0,221153846;0,211538462
0,209134615;0,103365385;0,274038462;0,194711538
0,153846154;0,105769231;0,209134615;0,209134615
0,180288462;0,076923077;0,1875;0,209134615
0,141826923;0,096153846;0,225961538;0,204326923
0,213942308;0,103365385;0,204326923;0,211538462
0,151442308;0,103365385;0,209134615;0,161057692
0,189903846;0,09375;0,237980769;0,237980769
0,228365385;0,105769231;0,211538462;0,206730769
0,170673077;0,112980769;0,216346154;0,161057692
0,177884615;0,108173077;0,228365385;0,235576923
0,15625;0,100961538;0,194711538;0,177884615
0,201923077;0,125;0,290865385;0,221153846
0,161057692;0,098557692;0,230769231;0,213942308
0,120192308;0,103365385;0,228365385;0,192307692
0,103365385;0,096153846;0,247596154;0,158653846
0,1875;0,129807692;0,228365385;0,180288462
0,098557692;0,103365385;0,228365385;0,189903846
0,146634615;0,115384615;0,262019231;0,206730769
0,120192308;0,115384615;0,271634615;0,180288462
0,151442308;0,100961538;0,266826923;0,194711538
0,100961538;0,110576923;0,197115385;0,199519231
0,149038462;0,108173077;0,254807692;0,168269231
0,108173077;0,132211538;0,209134615;0,163461538
0,175480769;0,103365385;0,213942308;0,240384615
0,105769231;0,120192308;0,194711538;0,177884615
0,149038462;0,079326923;0,271634615;0,201923077
0,112980769;0,105769231;0,213942308;0,192307692
0,180288462;0,117788462;0,254807692;0,252403846
0,098557692;0,088942308;0,259615385;0,161057692
0,163461538;0,105769231;0,262019231;0,213942308
0,141826923;0,084134615;0,221153846;0,192307692
0,139423077;0,086538462;0,252403846;0,197115385
0,091346154;0,120192308;0,211538462;0,213942308
0,141826923;0,103365385;0,286057692;0,221153846
0,084134615;0,088942308;0,228365385;0,209134615
0,153846154;0,105769231;0,259615385;0,221153846
0,120192308;0,076923077;0,252403846;0,192307692
0,168269231;0,098557692;0,235576923;0,185096154
0,117788462;0,096153846;0,230769231;0,197115385
0,173076923;0,103365385;0,240384615;0,182692308
0,103365385;0,086538462;0,185096154;0,163461538
0,175480769;0,09375;0,197115385;0,223557692
0,091346154;0,084134615;0,216346154;0,158653846
0,170673077;0,112980769;0,216346154;0,161057692
0,201923077;0,096153846;0,276442308;0,1875
0,098557692;0,086538462;0,225961538;0,163461538
0,146634615;0,091346154;0,317307692;0,228365385
0,144230769;0,098557692;0,235576923;0,165865385
0,144230769;0,096153846;0,209134615;0,201923077
0,158653846;0,100961538;0,189903846;0,173076923
0,161057692;0,103365385;0,233173077;0,257211538
0,158653846;0,091346154;0,199519231;0,235576923
0,168269231;0,098557692;0,206730769;0,240384615
0,117788462;0,105769231;0,209134615;0,216346154
0,1875;0,096153846;0,257211538;0,274038462
0,141826923;0,103365385;0,199519231;0,262019231
0,189903846;0,09375;0,237980769;0,185096154
0,161057692;0,108173077;0,192307692;0,209134615
0,177884615;0,115384615;0,245192308;0,317307692
0,139423077;0,115384615;0,237980769;0,245192308
0,165865385;0,100961538;0,230769231;0,228365385
0,134615385;0,084134615;0,204326923;0,257211538
0,153846154;0,096153846;0,269230769;0,254807692
0,141826923;0,117788462;0,21875;0,225961538
0,149038462;0,110576923;0,233173077;0,237980769
0,144230769;0,098557692;0,206730769;0,237980769
0,185096154;0,125;0,245192308;0,228365385
0,141826923;0,112980769;0,21875;0,209134615
0,165865385;0,115384615;0,221153846;0,228365385
0,146634615;0,088942308;0,204326923;0,235576923
0,165865385;0,098557692;0,274038462;0,233173077
0,15625;0,091346154;0,21875;0,204326923
0,192307692;0,09375;0,235576923;0,223557692
0,149038462;0,084134615;0,240384615;0,221153846
0,206730769;0,09375;0,211538462;0,245192308
0,139423077;0,086538462;0,228365385;0,199519231
0,185096154;0,091346154;0,25;0,240384615
0,168269231;0,096153846;0,209134615;0,201923077
0,177884615;0,108173077;0,228365385;0,235576923
0,201923077;0,096153846;0,276442308;0,1875
0,134615385;0,086538462;0,206730769;0,25
0,189903846;0,103365385;0,271634615;0,237980769
0,141826923;0,091346154;0,185096154;0,237980769
0,096153846;0,096153846;0,1875;0,209134615
0,108173077;0,103365385;0,194711538;0,168269231
0,149038462;0,098557692;0,21875;0,194711538
0,091346154;0,100961538;0,1875;0,182692308
0,139423077;0,100961538;0,189903846;0,216346154
0,091346154;0,103365385;0,211538462;0,149038462
0,15625;0,084134615;0,213942308;0,168269231
0,081730769;0,088942308;0,115384615;0,177884615
0,15625;0,103365385;0,211538462;0,209134615
0,091346154;0,120192308;0,180288462;0,206730769
0,170673077;0,079326923;0,240384615;0,276442308
0,086538462;0,091346154;0,223557692;0,197115385
0,149038462;0,084134615;0,230769231;0,192307692
0,09375;0,072115385;0,168269231;0,149038462
0,175480769;0,076923077;0,283653846;0,228365385
0,096153846;0,098557692;0,213942308;0,177884615
0,141826923;0,098557692;0,228365385;0,21875
0,091346154;0,086538462;0,185096154;0,211538462
0,153846154;0,09375;0,213942308;0,197115385
0,086538462;0,100961538;0,201923077;0,1875
0,153846154;0,115384615;0,173076923;0,221153846
0,110576923;0,091346154;0,194711538;0,209134615
0,134615385;0,117788462;0,259615385;0,168269231
0,108173077;0,081730769;0,197115385;0,197115385
0,149038462;0,098557692;0,252403846;0,185096154
0,103365385;0,09375;0,235576923;0,209134615
0,149038462;0,084134615;0,221153846;0,173076923
0,079326923;0,098557692;0,165865385;0,163461538
0,177884615;0,086538462;0,247596154;0,245192308
0,091346154;0,088942308;0,201923077;0,161057692
0,15625;0,100961538;0,194711538;0,177884615
0,098557692;0,086538462;0,225961538;0,163461538
